STRID,LAN,Remark
msg_shortcut65,"Phím t¡t phäi dß¾i 11",
msg_shortcut66,"Phím t¡t phäi dß¾i 12",
msg_shortcut67,"Ch÷n phím møc tiêu",
msg_shortcut68,"Ð±i møc tiêu sau",
msg_shortcut69,"Ch÷n chính mình",
msg_shortcut7,"Phím t¡t chính 2",
msg_shortcut70,"Phím chïnh màn hình",
msg_shortcut71,"M·/ðóng mhình trang b¸",
msg_shortcut72,"M·/ðóng mhình nhân v§t",
msg_shortcut73,"M·/ðóng mhình kÛ nång",
msg_shortcut74,"M·/ðóng ð¸a ð° tam gi¾i",
msg_shortcut75,"M·/ðóng mhình nhi®m vø",
msg_shortcut76,"M·/ðóng mhình h® th¯ng",
msg_shortcut77,"M·/ðóng mhình cµng ð°ng",
msg_shortcut78,"Phím chïnh góc nhìn",
msg_shortcut79,"Quay camera sang trái",
msg_shortcut8,"Phím t¡t chính 3",
msg_shortcut80,"Quay camera sang phäi",
msg_shortcut81,"Kéo camera lÕi g¥n",
msg_shortcut82,"Kéo camera ra xa",
msg_shortcut83,"Các phím khác",
msg_shortcut84,"Lßu giæ hình änh",
msg_shortcut85,"Ði theo",
msg_shortcut86,"Bäng xªp hÕng",
msg_shortcut87,"Sß Ð°",
msg_shortcut88,"Phím t¡t chính tñ dùng 1",
msg_shortcut89,"Phím t¡t chính tñ dùng 2",
msg_shortcut9,"Phím t¡t chính 4",
msg_shortcut90,"Phím t¡t chính tñ dùng 3",
msg_shortcut91,"Phím t¡t chính tñ dùng 4",
msg_shortcut92,"Phím t¡t chính tñ dùng 5",
msg_shortcut93,"Phím t¡t chính tñ dùng 6",
msg_shortcut94,"Phím t¡t chính tñ dùng 7",
msg_shortcut95,"Phím t¡t chính tñ dùng 8",
msg_shortcut96,"Phím t¡t chính tñ dùng 9",
msg_shortcut97,"Phím t¡t chính tñ dùng 0",
msg_shortcut98,"Chï hi¬n th¸ NPC",
msg_shortcut99,"Ðóng/ m· màn hình bang hµi",
MSG_SKILL_POINTS,"Ði¬m %d: %s",
MSG_SKILL_TYPE,"Pháp thu§t %s h®",
MSG_SKILLLEV_GE,"Yêu c¥u kÛ nång c¤p ðµ %d",
msg_small_pet_attr,"Ði¬m thuµc tính: [%d]; ðã phân b¯: [%d] SÑc mÕnh, [%d] Nhanh nh©n, [%d] Trí tu®, [%d] Th¬ lñc.",
msg_small_pet_effect,"KÛ nång:",
msg_small_pet_effect_none," s¨ có ðßþc nªu sØ døng Thú KÛ Bäo Thß khi ðÕt c¤p 11",
msg_small_pet_lev,"C¤p ðµ:",
msg_small_pet_rename_left,"S¯ l¥n ð±i tên còn lÕi:",
msg_smallpet_forget_one_skill_success,"Thu¥n thú quên kÛ nång thành công",
msg_smallpet_level_limited,"Khi Thu¥n Thú ðÕt c¤p 10 tr· lên, ð¥y thanh kinh nghi®m thì phäi sØ døng Tång C¤p Bäo Thß m¾i có th¬ tiªp tøc lên c¤p. ÐÕo hæu có th¬ mua Bäo Thß tÕi KÏ Trân Các.",
MSG_SMITHING,"Khäm nÕm",
MSG_SMITHING_BONUS,"Ph¥n thß·ng [+%d] ",
MSG_SMITHING_ERROR1,"Không tìm th¤y v§t ph¦m c¥n khäm nÕm trong b¯i bao.",
MSG_SMITHING_ERROR10,"Kim Hoành Vû ThÕch chï dùng m²i l¥n 1 viên",
MSG_SMITHING_ERROR11,"Kim Quang Vû ThÕch chï dùng m²i l¥n 1 viên",
MSG_SMITHING_ERROR12,"Kim Hoành Vû ThÕch chï dùng khäm nÕm lên +5 ðªn +7",
MSG_SMITHING_ERROR13,"Kim Quang Vû ThÕch chï dùng khäm nÕm lên +5 ðªn +8",
MSG_SMITHING_ERROR14,"Tinh Tª Kim Hoành Vû ThÕch chï dùng khäm nÕm pháp bäo chính ho£c kÜ thú.",
MSG_SMITHING_ERROR15,"Tinh Tª Kim Quang Vû ThÕch chï dùng khäm nÕm trang b¸.",
MSG_SMITHING_ERROR16,"Tinh Tª Kim Hoành Vû ThÕch chï sØ døng 1 viên cùng lúc",
MSG_SMITHING_ERROR17,"Tinh Tª Kim Quang Vû ThÕch chï sØ døng 1 viên cùng lúc",
MSG_SMITHING_ERROR18,"Tinh Tª Kim Hoành Vû ThÕch chï dùng khäm nÕm t× +5 ðªn +7",
MSG_SMITHING_ERROR19,"Tinh Tª Kim Quang Vû ThÕch chï dùng khäm nÕm t× +5 ðªn +7",
MSG_SMITHING_ERROR2,"Không tìm th¤y Khäm nÕm bäo thÕch trong b¯i bao.",
MSG_SMITHING_ERROR3,"V§t ph¦m này ðã ðÕt ðªn c¤p ðµ khäm nÕm cao nh¤t.",
MSG_SMITHING_ERROR4,"V§t ph¦m này không th¬ khäm nÕm.",
MSG_SMITHING_ERROR5,"V§t ph¦m không hþp v¾i khäm nÕm bäo thÕch.",
MSG_SMITHING_ERROR6,"Trß¾c tiên c¥n ð£t pháp bäo hay trang b¸ c¥n khäm nÕm vào.",
MSG_SMITHING_ERROR7,"Trß¾c tiên c¥n ð£t bäo thÕch vào.",
MSG_SMITHING_ERROR8,"Kim Hoành Vû ThÕch chï dùng khäm nÕm Pháp Bäo Chính hay KÜ Thú",
MSG_SMITHING_ERROR9,"Kim Quang Vû ThÕch chï dùng khäm nÕm Trang B¸",
MSG_SMITHING_FAIL,"Khäm nÕm th¤t bÕi!",
MSG_SMITHING_HINT,"Ð£t pháp bäo/ trang b¸ và bäo thÕch vào, có th¬ ð£t thêm v§t ph¦m may m¡n. Cho dù khäm nÕm thành công hay không, v§t ph¦m may m¡n cûng biªn m¤t.",
MSG_SMITHING_HINT_GEM,"Khäm nÕm Bäo ThÕch",
MSG_SMITHING_HINT_ITEM,"Pháp bäo ho£c trang b¸ ",
MSG_SMITHING_HINT_LUCK,"V§t ph¦m may m¡n",
MSG_SMITHING_SUCCESS,"Chúc m×ng! Khäm nÕm thành công!",
msg_snapshot_success,"Lßu giæ hình änh thành công! Hình änh ðßþc lßu trong thß møc trò ch½i cüa máy.",
msg_stall1,"Vui lòng nh§p tên bäng hi®u",
msg_stall10,"nåm %d tháng %d ngày %d, %d gi¶ %d phút %d giây",
msg_stall11,"L²i không xác ð¸nh, giao d¸ch không th¬ hoàn thành",
msg_stall12,"Ngß¶i ch½i không · trong trÕng thái bày bán",
msg_stall13,"Ngân lßþng mang theo không ðü",
msg_stall14,"Ô tr¯ng trong khung trang b¸ cüa bÕn không ðü",
msg_stall15,"C¤p ðµ nhö nh¤t cho phép bày bán là %d ",
msg_stall16,"Ngân lßþng nh§p không hþp l®, vßþt qua giá tr¸ t¯i ða cho phép cüa h® th¯ng",
msg_stall17,"BÕn ðang · trong trÕng thái tØ vong, không th¬ bày bán",
msg_stall18,"Khu vñc bÕn ðang ðÑng không cho phép bày bán",
msg_stall19,"BÕn ðã bán ðßþc %d món hàng, t±ng cµng thu ðßþc %s lßþng vàng %s lßþng bÕc %s ð°ng",
msg_stall2,"Ti®m cüa %s",
msg_stall20,"[%s] nói: %s",
msg_stall21,"Vui lòng nh§p l¶i nh¡n",
msg_stall22,"Vì bÕn ðang n¢m trong danh sách ngån ch£n cüa ð¯i phß½ng nên không th¬ ð¬ lÕi l¶i nh¡n",
msg_stall23,"V¸ trí bày bán cüa bÕn có l¶i nh¡n m¾i",
msg_stall24,"V¸ trí bày bán cüa bÕn có v§t ph¦m m¾i bán ra",
msg_stall25,"BÕn ðang trong trÕng thái bày bán, không th¬ tiªn hành thao tác này. Nªu mu¯n tiªn hành, vui lòng hüy trÕng thái bày bán trß¾c",
msg_stall26,"B¡t ð¥u",
msg_stall27,"Hüy bö",
msg_stall28,"S¯ lßþng hàng mu¯n mua cüa bÕn không ðü",
msg_stall29,"Mua %d món, c¥n t¯n %s vàng %s bÕc %s ð°ng",
msg_stall3,"Dò tìm n½i bày bán",
msg_stall30,"S¯ ký tñ cüa bäng hi®u quá nhi«u",
msg_stall31,"Không th¬ bày bán, vì ch² bày bán quá ch§t chµi",
msg_stall32,"Hi®n tÕi ðÕo hæu chßa th¬ m· quán kinh doanh",
msg_stall33,"Không th¬ tiªn hành thao tác do ðang trong trÕng thái Ngßng Th¥n",
msg_stall34,"Trong trÕng thái biªn thân không th¬ bày bán",
msg_stall35,"ÐÕo hæu ðang ðÑng g¥n NPC chÑc nång, không th¬ bày bán",
msg_stall4,"BÕn s¨ tiêu %s lßþng vàng %s lßþng bÕc %s ð°ng ð¬ mua v§t ph¦m %s",
msg_stall5,"V§t ph¦m mà bÕn mu¯n mua không t°n tÕi, ho£c giá cä ðã thay ð±i",
msg_stall6,"Có ngß¶i bên bán ho£c bên mua ðang · trong trÕng thái không th¬ sØ døng v§t ph¦m",
msg_stall7,"Cách quá xa ngß¶i bày bán, không th¬ tiªn hành giao d¸ch",
msg_stall8,"BÕn ðã tiêu %u lßþng vàng %u lßþng bÕc %u ð°ng ð¬ mua t× %s v§t ph¦m %s",
msg_stall9,"[%s] ðã tiêu %u lßþng vàng %u lßþng bÕc %u ð°ng ð¬ mua v§t ph¦m %s t× bÕn",
MSG_STUDY_LIFESKILL,"H÷c kÛ nång sinh hoÕt",
msg_str,"SÑc mÕnh",
msg_subtrump_del_protect,"Ð¬ bäo toàn v§t ph¦m quý giá, pháp bäo h² trþ nªu tu luy®n h½n c¤p ðµ %d thì không th¬ hüy hay xóa bö.",
msg_super_no_dead_request,"Thª Thân Thäo Nhân Cao C¤p trên ngß¶i bÕn s¨ giúp bÕn h°i sinh tÕi ch², ð°ng th¶i  tránh ðßþc nhæng m¤t mát sau khi tØ vong, bÕn ð°ng ý h°i sinh ngay bây gi¶ không?",
msg_table_wrong_flag1,"KÏ hi®p thân mªn, ngß½i ðã ði«n sai r°i, ",
msg_table_wrong_flag2,[,
msg_table_wrong_flag3,"] Không biªt!",
MSG_Tailsman_Equip,"ÐÕo hæu ðã trang b¸ pháp bäo m¾i: %s, m²i pháp bäo ð«u có kÛ nång, hãy b¤m phím S ð¬ m· khung KÛ Nång và ch÷n bi¬u tßþng kÛ nång thích hþp.",
msg_tailsman_update_level,"C¤p ðµ pháp bäo có hi®u lñc",
msg_talent_can_not,"Møc tiêu phäi là pháp bäo.",
msg_talent_clear_fail,"R¤t tiªc! Ð£t lÕi ti«m nång pháp bäo th¤t bÕi!",
msg_talent_clear_success,"Chúc m×ng! Ð£t lÕi ti«m nång pháp bäo thành công!",
msg_talent_clear_sure,"BÕn th§t sñ mu¯n ð£t lÕi ti«m nång cüa [%s]?",
msg_talent_notalents,"Pháp bäo này chßa t×ng ðßþc thång c¤p ti«m nång nào.",
MSG_TARGET_NOT_NPC,"Møc tiêu không ðßþc là NPC",
MSG_TARGET_NPC,"Møc tiêu phäi là NPC",
MSG_TARGET_PET,"Møc tiêu phäi là Linh thú",
MSG_TARGET_PET1,"Møc tiêu không ðßþc là Linh thú",
MSG_TARGET_USER,"Møc tiêu phäi là nhân v§t ngß¶i ch½i",
MSG_TARGET_USER1,"Møc tiêu không ðßþc là nhân v§t ngß¶i ch½i",
MSG_TARGET_YOUR_PET,"Møc tiêu phäi là Linh thú cüa bÕn",
MSG_TARGET_YOUR_PET1,"Møc tiêu không ðßþc là Linh thú cüa bÕn ",
msg_task_abort_task,"T× bö nhi®m vø",
msg_task_accept_check_fail,"Không ðü yêu c¥u ð¬ tiªp nh§n nhi®m vø",
msg_task_accept_full,"Thao tác th¤t bÕi, bÕn chï có th¬ tiªp nh§n t¯i ða %d nhi®m vø",
msg_task_accept_task,"ÐÕo hæu ðã nh§n nhi®m vø m¾i! Hãy b¤m phím T ð¬ xem danh sách nhi®m vø ðã nh§n. Các nhi®m vø ð«u có th¬ tñ ðµng tìm ðß¶ng.",
msg_task_can_accept_day_high_list,"Nhi®m vø giá tr¸",
msg_task_can_accept_day_list,"Nhi®m vø m²i ngày",
msg_task_can_accept_list,"Nhi®m vø hi®n có th¬ nh§n",
msg_task_dif_1,"(Tinh Anh)",
msg_task_dif_2,"(Truy«n Thuyªt)",
msg_task_dif_3,"(C¤m Ð¸a)",
msg_task_dlg_bt_accept,"Tiªp nh§n",
msg_task_dlg_bt_close,Ðóng,
msg_task_dlg_bt_finish,"Hoàn thành",
msg_task_finish_coor,"N½i trä nhi®m vø",
msg_task_finish_task,"Hoàn thành nhi®m vø",
msg_task_finished,"(Hoàn thành)",
msg_task_npc_catch,"Truy b¡t",
msg_task_npc_convoy,"Hµ t¯ng",
msg_task_npc_duel,"Tï thí",
msg_task_npc_guard,"Bäo v®",
msg_task_req_kill,"Tiêu di®t ",
msg_task_req_time,"Th¶i gian",
msg_task_req_time_left,"Th¶i gian còn lÕi",
msg_task_req_time_out,"Ðã quá hÕn",
msg_task_title_can_accept,"Nhi®m vø có th¬ tiªp nh§n",
msg_task_title_can_finish,"Nhi®m vø có th¬ hoàn thành",
msg_task_title_desc,"Mô tä nhi®m vø",
msg_task_title_doing,"Nhi®m vø ðang tiªn hành",
msg_task_title_req,"Yêu c¥u nhi®m vø",
msg_task_title_reward,"Ph¥n thß·ng nhi®m vø",
msg_task_title_reward_sel,"Ph¥n thß·ng ch÷n lña",
msg_task_title_talk,"Ð¯i thoÕi nhi®m vø",
msg_task_used_item,"SØ døng:",
msg_task_warn_abort,"Th§t sñ mu¯n bö nhi®m vø?",
msg_task_warn_select,"Vui lòng ch÷n ph¥n thß·ng nhi®m vø trß¾c.",
msg_tb_already_inteam,"Trong trÕng thái l§p nhóm không th¬ ðßa ra yêu c¥u",
msg_tb_enter_chat,"Vào kênh l§p nhóm",
msg_tb_leave_chat,"R¶i kênh l§p nhóm, yêu c¥u l§p nhóm vçn ðßþc lßu lÕi",
msg_tb_name,"L§p nhóm",
msg_tb_not_in_chat,"BÕn hi®n không · trong kênh l§p nhóm",
msg_tb_nouser,"Vui lòng ch÷n mµt ngß¶i ch½i",
msg_tb_select_type,"Vui lòng ch÷n ði«u ki®n l§p nhóm",
msg_tb_type_fb,"C¤m ð¸a",
msg_tb_type_task,"Nhi®m vø",
msg_tbtxt_search,"Ðang dò tìm..",
msg_tbtxt_search_result,"Dò tìm ðßþc %d ngß¶i ch½i",
MSG_TEAM_ALREADY_APPLY_THAT_TEAM,"BÕn ðã xin gia nh§p nhóm này.",
MSG_TEAM_ALREADY_APPLY_WAIT_PLEASE,"Ðã xin gia nh§p, ch¶ trä l¶i.",
MSG_TEAM_ALREADY_IN_TEAM,"Ðang · trong nhóm, không th¬ tÕo nhóm m¾i!",
MSG_TEAM_APPLY_SIZE_OVERFLOW,"S¯ lßþng ngß¶i xin gia nh§p nhóm ðã ð¥y, không th¬ xin gia nh§p nhóm.",
msg_team_baihua_party,"Bách Hoa Phi Tiên",
MSG_TEAM_BANISH_OTHER,"[%s] b¸ trøc xu¤t khöi nhóm!",
msg_team_can_not_see_member,"[%s] không có trong nhóm, không th¬ dò tìm ngß¶i ch½i này.",
msg_team_captain_change_pick_mode,"Nhóm trß·ng ðã ð±i hình thÑc chia v§t ph¦m.",
msg_team_captain_leave_other_is_captain,"Do nhóm trß·ng [%s] ðã r¶i khöi, [%s] tr· thành nhóm trß·ng m¾i.",
MSG_TEAM_CAPTAIN_LEAVE_TEAM_DISMISS,"Nhóm trß·ng bö ði, nhóm b¸ giäi tán!",
msg_team_captain_leave_your_is_captain,"Do nhóm trß·ng [%s] ðã r¶i khöi, bÕn tr· thành nhóm trß·ng m¾i.",
msg_team_captain_offline_other_is_captain,"Do sñ v¡ng m£t cüa nhóm trß·ng [%s], [%s] tr· thành nhóm trß·ng m¾i.",
msg_team_captain_offline_your_is_captain,"Do sñ v¡ng m£t cüa nhóm trß·ng [%s], bÕn tr· thành nhóm trß·ng m¾i.",
MSG_TEAM_CREATE_NEW_TEAM,"BÕn ðã tÕo nhóm m¾i!",
MSG_TEAM_DISMISS,"Nhóm b¸ giäi tán!",
msg_team_elevate_other,"[%s] ðã ðßþc b± nhi®m làm nhóm trß·ng m¾i.",
msg_team_emei_party,"Nga My Thu§t Sî ",
msg_team_faction,"#r Bang hµi: ",
msg_team_fomen_party,"Ph§t Môn Tång Nhân",
msg_team_info_none,"Không có",
msg_team_invite_you_add_team_info,"[%s] m¶i bÕn gia nh§p nhóm, bÕn ð°ng ý không?",
msg_team_level_info,"#r C¤p ðµ: ",
msg_team_man,Nam,
msg_team_member_all_offline_team_dismiss,"Không ai có m£t, nhóm b¸ giäi tán.",
msg_team_member_lack_team_dismiss,"S¯ ngß¶i không ðü, nhóm b¸ giäi tán.",
msg_team_no_captain_can_not_instate_new_captain,"BÕn không phäi là nhóm trß·ng, không có quy«n b± nhi®m nhóm trß·ng m¾i!",
MSG_TEAM_NOT_CAPTAIN_CAN_NOT_AGREE_OTHER,"BÕn không phäi là nhóm trß·ng, không th¬ ð°ng ý cho ngß¶i khác gia nh§p nhóm.",
MSG_TEAM_NOT_CAPTAIN_CAN_NOT_BANISH_OTHER,"BÕn không phäi là nhóm trß·ng, không th¬ trøc xu¤t thành viên!",
MSG_TEAM_NOT_CAPTAIN_CAN_NOT_CHANGE_ATTRIB,"Không phäi nhóm trß·ng, không có quy«n thay ð±i [%s].",
MSG_TEAM_NOT_CAPTAIN_CAN_NOT_DISMISS,"BÕn không phäi là nhóm trß·ng, không th¬ giäi tán nhóm!",
MSG_TEAM_NOT_CAPTAIN_CAN_NOT_REFUSE_OTHER,"BÕn không phäi là nhóm trß·ng, không th¬ t× ch¯i cho ngß¶i khác gia nh§p.",
MSG_TEAM_NOT_TEAM,"Hi®n chßa có nhóm!",
MSG_TEAM_NOT_THAT_PLAYER,"Trong nhóm không có ngß¶i ch½i này!",
msg_team_only_captain_can_invite,"Chï có nhóm trß·ng m¾i có th¬ m¶i gia nh§p nhóm.",
msg_team_other_accept_your_invite,"[%s] ðã tiªp nh§n l¶i m¶i cüa bÕn và gia nh§p nhóm.",
msg_team_other_already_have_team,"Ngß¶i ch½i này ðã gia nh§p nhóm khác, không th¬ tiªp nh§n l¶i m¶i.",
msg_team_other_already_joined_other_team,"Ngß¶i ch½i này ðã · trong nhóm khác, không th¬ tiªp nh§n l¶i m¶i.",
msg_team_other_elevate_your,"BÕn ðã ðßþc [%s] b± nhi®m làm nhóm trß·ng m¾i.",
msg_team_other_invite_you_offline,"Ngß¶i ch½i m¶i bÕn ðã v¡ng m£t!",
MSG_TEAM_OTHER_JOIN_IN_TEAM,"[%s] ðã gia nh§p nhóm!",
MSG_TEAM_OTHER_LEAVE,"[%s] ðã r¶i khöi nhóm.",
msg_team_other_look_you,"[%s] quan sát bÕn mµt ch§p..",
msg_team_other_not_member_can_not_elevate,"Ngß¶i ch½i này không phäi là thành viên trong nhóm, không th¬ b± nhi®m làm nhóm trß·ng m¾i.",
msg_team_other_offline_can_not_elevate,"Ngß¶i ch½i này hi®n v¡ng m£t, không th¬ b± nhi®m làm nhóm trß·ng m¾i.",
msg_team_other_refuse_your_invite,"[%s] ðã t× ch¯i l¶i m¶i cüa bÕn",
msg_team_party_info,"#r Môn phái: ",
msg_team_qingcheng_party,"Thanh Thành †n Giä ",
msg_team_sex_info,"#r Gi¾i tính: ",
msg_team_someone_offline,"[%s] v¡ng m£t.",
msg_team_someone_online,"[%s] có m£t.",
msg_team_team_full_other_can_not_joined,"Nhóm cüa bÕn ðã ðü, ngß¶i ch½i này không th¬ gia nh§p.",
msg_team_team_full_you_can_not_agree_invite,"Nhóm cüa ngß¶i ch½i này ðã ð¥y, bÕn không th¬ tiªp nh§n l¶i m¶i.",
MSG_TEAM_TEAM_OVERFLOW,"S¯ lßþng ngß¶i trong nhóm ðã ðÕt ðªn gi¾i hÕn, không th¬ gia nh§p thêm thành viên m¾i.",
MSG_TEAM_TEAM_OVERFLOW_CAN_NOT_JOIN,"S¯ lßþng ngß¶i trong nhóm này ðã ðü, không th¬ gia nh§p.",
MSG_TEAM_THAT_PLAYER_NOT_TEAM,"Ngß¶i ch½i này chßa tÕo nhóm.",
MSG_TEAM_THAT_PROPOSER_ALREADY_IN_OTHER_TEAM,"Ngß¶i xin nh§p nhóm này ðã gia nh§p nhóm khác.",
MSG_TEAM_THAT_PROPOSER_IN_TEAM,"Ngß¶i xin nh§p nhóm này ðã · trong nhóm.",
MSG_TEAM_THAT_PROPOSER_NOT_IN_PROPOSER_LIST,"Trong bäng xin phép không có tên ngß¶i ch½i này.",
msg_team_this_user_already_your_member,"Ngß¶i ch½i này ðã · trong nhóm, vui lòng không m¶i lÕi.",
msg_team_this_user_offline_can_not_see_info,"Ngß¶i ch½i này không có m£t, không th¬ tra thông tin.",
msg_team_user_offline_can_not_elevate,"[%s] không có trong nhóm, không th¬ ð« cØ làm trß·ng nhóm.",
msg_team_women,Næ,
msg_team_xianqin_party,"Tiên C¥m Linh SÑ ",
msg_team_you_agree_yourself_invite,"BÕn không th¬ ð°ng ý l¶i m¶i cùa chính mình.",
msg_team_you_already_captain,"BÕn ðã là nhóm trß·ng r°i!",
MSG_TEAM_YOU_ALREADY_HAVE_TEAM_CAN_NOT_JOIN_OTHER,"BÕn ðã gia nh§p nhóm, không th¬ gia nh§p nhóm khác.",
msg_team_you_already_have_team_can_not_joined_more,"BÕn ðã có nhóm, không th¬ gia nh§p nhóm khác.",
msg_team_you_already_in_this_team,"BÕn ðã · trong nhóm này.",
msg_team_you_already_invite_waitting_for,"BÕn ðã m¶i ngß¶i ch½i này, vui lòng ðþi ð¯i phß½ng trä l¶i.",
MSG_TEAM_YOU_BANISH_BY_CAPTAIN,"B¸ nhóm trß·ng trøc xu¤t khöi nhóm!",
MSG_TEAM_YOU_CAN_NOT_JOIN_TEAM_OVERFLOW,"S¯ lßþng ngß¶i trong nhóm cüa [%s] ðã ðÕt ðªn gi¾i hÕn, không th¬ gia nh§p.",
msg_team_you_elevate_other,"BÕn ðã b± nhi®m [%s] làm nhóm trß·ng m¾i.",
msg_team_you_invite_user_already_your_member,"Ngß¶i ch½i mà bÕn m¶i này ðã · trong nhóm cüa bÕn.",
msg_team_you_invite_yourself,"Vui lòng không tñ m¶i chính mình.",
msg_team_you_is_not_captain_can_not_change_pick_mode,"Không phäi nhóm trß·ng, không có quy«n thay ð±i hình thÑc chia v§t ph¦m!",
MSG_TEAM_YOU_JOIN_IN_TEAM,"BÕn ðã gia nh§p nhóm cüa [%s]!",
MSG_TEAM_YOU_LEAVE,"BÕn ðã r¶i khöi nhóm.",
MSG_TEAM_YOU_REFUSE_BY_CAPTAIN,"BÕn b¸ t× ch¯i gia nh§p nhóm cüa [%s].",
MSG_TEAM_YOU_REFUSE_OTHER,"BÕn ðã t× ch¯i cho [%s] gia nh§p nhóm.",
msg_team_your_change_pick_mode,"BÕn ðã ð±i hình thÑc chia v§t ph¦m trong nhóm.",
msg_teleport_error1,"Không th¬ sØ døng trong c¤m ð¸a.",
msg_telpos_error1,"Không th¬ gØi khi ðang trong trÕng thái chiªn ð¤u",
msg_telpos_error2,"Không th¬ sØ døng trong khu vñc chiªn ð¤u",
msg_telpos_error3,"Không th¬ sØ døng trong c¤m ð¸a",
msg_telpos_error4,"Khoäng cách v¾i møc tiêu quá g¥n, m¤y bß¾c næa là ðªn",
msg_telpos_error5,"Chï có th¬ d¸ch chuy¬n ðªn khu vñc chính",
msg_telpos_error6,"Không th¬ ghi nh¾ v¸ trí d¸ch chuy¬n · khu vñc này",
msg_time_hint_am,"%d:%d AM",
msg_time_hint_pm,"%d:%d PM",
msg_time_info,"ÐÕo hæu ðã chu du tam gi¾i ðßþc %d tiªng, nên nghï ng½i ð¬ giæ sÑc khöe.",
MSG_TIMELIMIT,"Th¶i gian quá hÕn: %d/%d/%d  %2d: %2d",
msg_too_many_client,"BÕn chï có th¬ m· t¯i ða %d client.",
msg_trade_affirm,"[%s] m¶i bÕn giao d¸ch, bÕn có ð°ng ý không?",
msg_trade_far_you_can_not_trade,"Khoäng cách cüa bÕn v¾i [%s] quá xa, không th¬ tiªn hành giao d¸ch!",
msg_trade_invite,"BÕn ðã m¶i [%s] tiªn hành giao d¸ch, ch¶ ð¯i phß½ng trä l¶i.",
msg_trade_is_locked,"Ðã khoá giao d¸ch",
msg_trade_item_can_not_trade,"V§t ph¦m này không th¬ tiªn hành giao d¸ch!",
msg_trade_money_too_big,"Ngân lßþng giao d¸ch vßþt quá 10 ngàn lßþng vàng, không cho phép giao d¸ch!",
msg_trade_no_money,"Lßþng ti«n vàng cüa bÕn không ðü!",
msg_trade_no_point,"Lßþng MCash cüa bÕn không ðü!",
msg_trade_other_agree_trade,"[%s] ð°ng ý giao d¸ch v¾i bÕn.",
msg_trade_other_already_in_trade,"[%s] ðang giao d¸ch v¾i ngß¶i khác, không th¬ giao d¸ch v¾i bÕn ðßþc!",
msg_trade_other_cancel_trade,"[%s] ðã hüy giao d¸ch!",
msg_trade_other_confirm,"Ð¯i phß½ng ðã ð°ng ý giao d¸ch",
msg_trade_other_invite_you_already_offline,"Ngß¶i ch½i m¶i bÕn giao d¸ch ðã v¡ng m£t!",
msg_trade_other_label,[%s],
msg_trade_other_lock,"Ð¯i phß½ng ðã khóa v§t ph¦m giao d¸ch",
msg_trade_other_offline_trade_cancel,"[%s] ðã r¶i khöi tam gi¾i, giao d¸ch b¸ hüy!",
msg_trade_other_refuse_you_trade,"[%s] ðã t× ch¯i yêu c¥u giao d¸ch cüa bÕn!",
msg_trade_other_unlock,"Ð¯i phß½ng ðã m· v§t ph¦m giao d¸ch b¸ khóa",
msg_trade_self_label,[%s],
msg_trade_trade,"Giao d¸ch",
msg_trade_trade_fail,"Giao d¸ch th¤t bÕi.",
msg_trade_trade_succeed,"Giao d¸ch thành công.",
msg_trade_you_agree_trade,"BÕn ð°ng ý giao d¸ch v¾i [%s].",
msg_trade_you_already_trade,"BÕn ðang giao d¸ch, không th¬ giao d¸ch thêm v¾i ngß¶i khác!",
msg_trade_you_cancel_trade,"BÕn ðã hüy giao d¸ch.",
msg_trade_you_invite_user_already_offline,"Ngß¶i ch½i mà bÕn m¶i giao d¸ch ðã v¡ng m£t!",
MSG_TRAFFIC,"Di chuy¬n",
MSG_TRUMP_DMGLEV_HINT,"(C¤p ðµ sát thß½ng : %d)",
MSG_TRUMP_NEED_LEV,"[%s] yêu c¥u c¤p ðµ %d",
MSG_TRUMP_UPDATE_BEGIN,"B¡t ð¥u tinh luy®n pháp bäo.",
MSG_TRUMP_UPDATE_END,"Kªt thúc tinh luy®n pháp bäo",
MSG_TRUMP_UPDATE_ERR1,"Pháp bäo cüa ðÕo hæu ðã ðÕt c¤p ðµ tinh luy®n t¯i ða. Nªu có pháp bäo c¤p cao h½n thì hãy dung hþp v¾i pháp bäo này ð¬ tiªp tøc tinh luy®n.",
MSG_TRUMP_UPDATE_ERR2,"BÕn ðã không còn khä nång tinh luy®n pháp bäo này.",
MSG_TRUMP_UPDATE_ERR3,"Linh lñc ho£c ngân lßþng cüa bÕn không ðü, kªt thúc tinh luy®n pháp bäo.",
MSG_TRUMP_VALID_LEV,"C¤p ðµ hæu hi®u hi®n tÕi: %d",
MSG_TRUMPLEV_GE,"Yêu c¥u pháp bäo c¤p ðµ %d",
MSG_ULTRA_DMG,"Sát thß½ng tång thêm: MÑc sát thß½ng c½ bän x %d%%",
msg_ultrabank_limit_1,"Còn hi®u lñc",
msg_ultrabank_limit_2,"Ðã quá hÕn",
msg_ultrabank_new,"Thêm b¯i bao m¾i",
msg_unhealth_accepttask,"Ðã quá 5h và ðÕo hæu cûng m®t möi r°i, không th¬ tiªp nh§n nhi®m vø!",
msg_unhealth_finishtask,"Ðã quá 5h và ðÕo hæu cûng m®t möi r°i, không th¬ hoàn thành nhi®m vø!",
MSG_UPDATE_ERROR1,"Phäi tháo gÞ pháp bäo ho£c trang b¸ ra và ð£t vào khung trang b¸ m¾i có th¬ tiªp tøc thao tác.",
MSG_USE_BACK,"Phäi phát ðµng t× phía sau møc tiêu",
